Sentiment,Tweet
0,Send happy thoughts to @twigsCharlie not to well at the moment 
1,My Laptop Got Fixed Yesterday  Yaay
1,"whoahhhhh, i can't hold my eyes open anymore "
0,Replying to our LH grp mail ... missing th hostel 
0,@seewhere_TSK What did you do!? 
1,Just like an artistic name 
1,"@robday when you succeed, can you give me all the money you can =] also, hurl a few countries at me  i fancy taking over Russia and Iraq.."
1,... we have for Russia's [ Images ] Presidency of the SCO.&quot; It's called whacking the Chinese in diplomees 
1,@yoshie40 a god damn super-duper chronic insomniac 
0,@arctic_penguin *looks through box of guns* I don't seem to have a yearbook gun 
0,Computer pissing me off. 4 gig ram 2.5ghz Dual core and vista freezes...fuck you microsoft...i want win 7 
0,no running - IT band problems 
1,@SwimFinsSF Sweet - I heard from a coworker it was one of the best in awhile. Looking fwd to seeing it (on dvd after the kid is in bed  )
0,Tryin to write music bt nothins in ma head  
1,"@LindaHogan4Real Linda, I just read that tidbit! Hope you're doing alright girl! But like u said, atleast you're not in FL with the bugs! "
0,can't sleep....hence the tweet at 3:45 in the morning 
0,Trying not to rub my eyes-damn hayfever!  feeling hungry now must eat but dunno what....
1,"Listening to some 'Nerdcore', if you don't know that music genre, check it out. "
0,"Munching a kit kat chunky, they seem to be getting smaller everytime I buy one!  #creditcrunch (via @drunkenmonkey87)"
1,I finally figured out twitter - thanks keith 
1,loving this weather 
1,"@majornelson - old school, new school...who cares. Bioshock is awesome no matter what you call it. "
1,Still watchin Smart Guy on BET.... 
1,@nikkideejay holy crappoley !! I have to hunt it down now !? Thanx  .. Do u by chance have a link !?
1,@thefreezepop We were reading the extract of Midnight Sun off her website and substituting words 
1,@Kaytasticc i bet you are!!! Im gunna hide away in one of ur suit cases 
0,Tomorrow is a holiday. Smart people took today off to have a long weekend. I wasn't  one of them 
1,@SamanthaC2C thats awesome! Tell you're boss that i'm totally flattered and that she's adorable! Tell her to embrace the name! 
0,@BrianQuest I made 1 fo u 2: http://bit.ly/eId8A  I tried but its kinda ugly cuz I couldnt find pics 
1,Sounds good. 
0,agh! freaking out about going to Wales already! &gt;&lt; not packed!! 
0,@TheFIDMFemme aw  feel better!  &amp; thank you for tweeting about the book.
0,@walkingsoulrea 10 days. we're driving..leaving out at 4am on wednesday! it feels like its been a long time  at least 3 months!
0,@lettycheung 12:49 am! i have school tomorrow 
1,"Standin in a forest, just got the maddest photos taken "
0,Wish me luck...I'm off to fight tickets! 
0,I think I have hey fever! 
1,@mikexfinn btw- i ended up at work today haha can't wait to be a tourist  see you soon!
1,@MizzTeeze Yes please. I think a strong coffee too. 
0,I haven't been able to watch TV the past week  And now it's the weekend I still have lot to do.
0,Gah.  But I don't WANT to be at work by 9. There is work to do for #Heroes for Autism!  And @housepetrelli.
1,calling it a night...  17 pages so far. it's gonna be a looooooong night tomorrow.  goodnight 
0,"The Tribe score 4 runs in the bottom of the 9th to tie the game, but then lose by 1 run in the 11th &amp; get swept by the Brewers. "
0,@TheAndroidSite ya I couldn't pay my bill on it 
1,all settled in my room  have a desk! wooot. i am soooo tired i just screwed so much!
0,@Mirenny Im so stupid! Do you think I still can? I want to kill myself! 
0,@birdb  went to bed early missed u on msn   talk to ya today instead
1,is being allllll cuddly today  I waanna feel loved!! xD
1,thanks to @ranukka and i'm now on twitter! 
1,I love my brother ronnie! I like how he gives me advice on wat to wear! 
1,"@MichyGeary ah, gotcha! That makes so much more sense than anything I was coming up with haha. Thanks for the clarification  #squarespace"
0,19% battery ahhhh going to have to go inside soon 
0,i miss it  wish i could go back. with my mum and dad of course!
0,@mitchelmusso i saw you today at el cajon . &amp; i think i love you  (k)
0,@mileycyrus You took away everything with one swing  http://bit.ly/qJi4P
1,@MacFormat_UK Brilliant - will check it out thanks 
0,work till 5 ...     then a project
1,"me and joy, mostly joy, just made a family tree - only one side of the family. check it out on my myspace if you have me as a friend! "
1,@gingerswann congrats! You're a true stoner! 
0,My feet and hands are cold  Why am I tweeting this? Oh well. Off for another day of work/revision with R1Big Wkend for company.
1,FIN! and a don't feel guilty.  God is Love.
1,Thanks for the #followfriday everyone. 
1,"@glamorous_be dunno, just amazon.com :p but i have free shipping because i ordered enough "
1,@anexemines If u do find someone... Let me know. 
1,I'm finally home 
1,Uninstalling some more programs I don't use or going to not use maybe it'll free up some space 
0,"I can't sleep, I should went out "
0,@HitzProductions thats not fair tho  u cnt put us all down!! lol
0,@TDLQ i know...still didn't feel good...   i miss him!
1,Ironing while my hubby do the laundry.nunpung langit molor 
0,"@JackknifeJacob get on skype, i miss you "
1,"Headed to Short Pump in a few minutes to go to California Pizza Kitchen, then Coldstone Creamery! Yum "
0,@PoyntlasLove indeedio  LMAO! children infact! one which we still havent named yet ;) *cough*poneage*cough* x
0,"Mike Tango Tango Whisky Yankee!!!  Y is that I Mike Yankee, when I just have to Foxtrot Yankee?!? Y its so hard 2 LetGo?"
0,@mark_s_taylor Indeed! (I know I'm a week late answering you; I neglected my @ list this past week...  )
1,Happy birthday Norway 
0,"I still want to see the Jonas Brothers, and I found row 3 tickets! Someone go with me "
1,@nj17 oooh could be fun 
0,so annoyed my sister went out and bought the shoes that i wanted 
1,this is like facebook without the facebook 
0,Not Read Im Karus 
0,#iconfess i know the words to backstreet boys-i want it that way and enjoy singing it on karaoke 
1,"@doggedpursuit dusty, great to hear - 'cuz a sheltie without bark is like the sky without the sun  "
0,"@Pratt92, why so sad! CHEER UP! miss you "
1,"@DarkKnight3565 u r on a roll, bro. "
1,FUN TIMES AT #BEA09 !!! I met Neil Gaiman + more tonight. Was just interviewed by Borders Media! It will be up soon hopefully 
1,"Today is a mental health day. School is exhausting, work is irritating, life is overwhelming. Gonna go home and just be. Be me! "
1,@springkoh THANK YOUUU!! 
1,"@srivaninarra I don't know, why I remember you as being a vegetarian..my bad "
1,@jokirk1 Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
0,Jon &amp; Kate filed for divorce.  ugh that blows i love their family. but SLOTAT is on
1,I love this site - www.dailyom.com/ - awesome daily readings...Just a little motivation to help everyone get over the hump today!  
0,"Cuddy bashing gets on my nerves, argh!  Also, I need to shower but I can't be bothered moving.  And I want someone to talk to. "
0,is feeling really 
0,just realized that her baby is nearly three and not a baby anymore 
1,Writing at 12:19 at night. Very interesting. 
1,I have so much to tweet about but have to dig myself out of the back log of email etc first.   I need a Cafe Bistro fix...time to eat 
1,just got home from. Susannah and I played with Kelsie and Lillian. I &lt;3 them. 
0,"people with big noses and black hari reminds me of carlo, and i see lots of them "
0,@richstyles  Clean Me!
0,@markhoppus what's wrong with ur twitterberry? mine loads too slow  hate it...
0,Everyone is working tonight! I'm bored 
1,@mateoonline yeah I saw that pic. Its hella sweet.Really captivates the humble side of Obama[LoVeS HiM] 
0,@ddlovato gd luck demi! i really wana go but i dont live in us 
0,Freaked out of there being a giant mutant spider hiding in the rocks at radioactive hill. Spiders+radioactivity= genetic alterations 
0,getting a midnight snack! study some more and off to bed! i should get more sleep 
1,@randybias it's good to have the combo...gets u far 
0,"@AshJolliffe I dunno what Im doing  I cant transfer it over, and i think i chnaged it to 500m by 500 m lol "
0,*argh* I still want Apple-Time!!  *angrygirl*....euh....*angry apple*....
1,"of course, sun came out as soon as I left home. So did bike. One ride later, world much happier place "
1,"@itsnickjonas omg elvis' birthday is right before mine, elvis- may 27, me- may 28! "
0,Company just left but I'm still awake! 
1,@caryslouise im proud of you  well done *glomp*
0,@MsCalleighBaby that's not good 
0,@JaredOngie haha its too cold down here  bt other than that im quite fine.. jst extremely bored  wht are your plans for the day?
1,____. HE GONNA CALL HIS TWITTER GOONS lmaooo give me a reason 2 JUMP threw da screen 
0,On the way J's house w/ M. And I haven't ate anything 
0,i just got home from the Jonas Brothers Tulsa concert!!I still can't believe how amazing that was!! I just wish that I could rewind time 
1,"Showered, dressed, almost ready to go to @kneller_x "
0,"@reply me please. i want to feel loved!  seriously, with anything, i beg of you kind sir."
1,"@spanishbLiss If I could only do my nails...But, I don't they would turn out as pretty!  CUTE"
1,Good morning world.... a stomach ache kept me up last night... but 2days a new day  
1,welcomes @laudino to the twitterworld!  
1,DEADLIEST WARRIORRRR!!! 
1,just waking up 4 another day of fun w/ my older sis i luv graduation its like another b-day except no candles 
1,EMMA I WANT IT 
0,"didnt play volleyball today  but did play in the community band and had a very nice heart-to-heart talk, bed time, up early to run, night!"
1,"Wolfram  &quot;What? It canï¿½t tell me how much energy it would take to move Henry VIII one kilometer, expressed in cheeseburger-calories?ï¿½"
1,09011 32 22 09 DIVERSITY TO WIN ! ! ! ! ! ! ! ! ! THATS 09011 32 22 09 - DIVERSITY ! ! ! ! ! BGT 
1,"@korivh1978 over the course of being outside, yeah. i'm not paper white anymore "
0,@Chris_Hingley In a book it said just sit down same time every day. 8PM is my charm! I am behind this week.  Can't wait 4 HP!
1,walking wounded  but i really love the PK and FreeRunning training that  have on weekend. It was a Tour de Quezon Memorial haha
0,"UGH, the silverfish is STILL THERE.  I think I'm going to attack it with my vacuum  #squarespace"
1,hapPy Sunday  http://plurk.com/p/z20jj
0,Hey @rmercader. Pls tell @2911Kyle more about kickball. When and where? (bc idk  )
1,happy Sunday all 
0,"@erykamarie So don't hate me, but I'm totally jealous! I've always wanted to visit the old Yankee Stadium and they killed it "
0,@Elphabarocks01 Hope you're doing okay.  Feel free to message me if you need to chat any time. xo
0,@rosetho   I was beyond the point of exhaustion magg!
1,"@RIOTtwilight 21/02/02 on my left wrist, 29/02/04 on my right. then a rocket going up my ribs "
0,@tekkenstrife it'll be after 5 anyway cos I have college  no card if I had the money I would buy you one for your bday
0,what a night... i miss the beach 
1,"@she_shines92 Lol it's okay, your awake now "
0,@MonaCherryDoll the video of neda dying was horrifying  #neda #iran
0,Or my phone for auto correcting 
1,"@DebbieFletcher hi, was the weather nice in London today? It was in Lancashire  x"
0,"Putz Sucks.... Put him up there with Heilman, Mota and King Armando Benitez...   #Mets "
1,"@Akelaa I don't know, I'm reading the book before Regulators, Desperation. Good catch! "
1,@DianneTheDonna i'll meet u there. I'm on the 15 frwy by baker. Wait for me 
1,@TabyCat74 haha got that covered babe  hahahh
0,"OK the end was sweet, just predictable  Night Peeps"
1,"@La_Zhiickiiz ure sooo mean!! =( i miss u a lot! keep in touch. and ill send u a video from nepal. haha &lt;3 love, jasu "
1,@mymemoirs i love being on twitter now because i can stare at that picture of brett the whole time... is it love... 
1,awake. Nice day 
0,@Belinduhh I'm @ school. Fucken boredddd in this annoying Math class 
0,Stupid #brightkite won't post my updates to twitter 
0,"@borisiochev dang, that's a lot. Could have taken the fam to NY for that.... "
1,@electrikdude  i agreee.
1,@itzxphlip heyyy what you doooooing 
1,sooo sleepyy ! but Tonight was a Good night w/ the Bestiess  even got a Christmas giftt Lol
0,@rochellesheree I missed you...  is wednesday your day off? or is that thursday?
0,@coolzebras Sorry to hear that the boy is sick.     Do you want me to look for some phrase stamps for you at a cheap price?
0,"@strangegypsy Oh honey, that's terrible "
